name,description,product_id,id,isactive,scoring_weight
FindMyDevice,Find My Device is a feature to help users locate/control their Firefox OS Phones. Also covers the launcher in the System app.,77,1839,1,0.25
Testing,"Testing (Mochitest, Robocop, JUnit, etc) for Firefox for Android.",74,1840,1,0.25
Bugzilla Change Notification System,"Bugs relating to the ""Bugzilla Change Notification System"" (ZPushNotify extension, bugzfeed WebSocket server, Pulse messages, etc) (<a href=""https://wiki.mozilla.org/BMO/ChangeNotificationSystem"">more info</a>).",70,1842,1,0.25
Developer Box,"For bugs related to the BMO Developer Docker image and build scripts (<a href=""https://wiki.mozilla.org/BMO/DeveloperBox"">more info</a>).",70,1843,1,0.25
Gaia::System::Browser Chrome,Issues related to the Browser UI in the System App,77,1844,1,0.25
Tool Development & Maintenance : ETL,Work item for tasks related to ETL tool development,141,1849,1,0.25
Data Ingestion : Ping,"Work item for tasks related to setup, maintenance or tear down of a specific ping.",141,1851,1,0.25
DI: Other,Other Data Integration requests,113,1852,1,0.25
Data Ingestion : Client,"Work item for tasks related to setup, maintenance or tear down of a specific client data package type.",141,1853,1,0.25
Data Ingestion : One-Off,"Work item for tasks related to setup, maintenance or tear down of a specific ping.",141,1855,1,0.25
DI: Hadoop,Hadoop ETL requests.,113,1856,1,0.25
Data Processing : ETL : Vertica target,"Work item for tasks related to setup, maintenance or teardown a Vertica targeted job.",113,1857,1,0.25
Data Processing : ETL : JSON target,"Work item for tasks related to setup, maintenance or teardown a topcat JSON targeted job.",141,1859,1,0.25
Data Processing : Aggregations and Views,"Work item for tasks related to setup, maintenance or teardown of additional aggregations and views for existing data sources.",141,1860,1,0.25
Data Processing : One-Off,Work item for tasks related to setup of one-time processing on an existing data set.,141,1861,1,0.25
BI: Existing Dashboards,Dashboards/graphs using data sources already in use by other dashboards/graphs.,113,1864,1,0.25
BI: New Dashboards,"Dashboards/graphs using new data sources. When in doubt, use this component.",113,1865,1,0.25
Other,Other Data Team requests.,113,1867,1,0.25
Operations : User Management,Work item for user (account) management tasks.,141,1868,1,0.25
BI: Tableau Administration,"Tableau administration bugs - e.g. upgrades, backups, security.",113,1872,1,0.25
Data Warehouse,Data Warehouse requests.,113,1873,1,0.25
Sync,Contains bugs related to Firefox accounts-based Sync UI. Bugs in the Sync back-ends should be tracked in Cloud Services::Firefox: Sync Back-end,21,1876,1,0.25
FxA,"The FxA component will be used for cross-functional product tracking including, but not limited to: FxOS, Android, Desktop, Marketplace, Where's My Fox (WMF).",77,1882,1,0.25
Firefox Operations,Use this component for all feature stories/backlogs/iterations related to Desktop product development.,81,1883,1,0.25
Gaia::Ringtones,For bugs in the Gaia ringtones app (apps/ringtones/),77,1884,1,0.25
Gaia::Wallpaper,For bugs in the Gaia wallpaper app (apps/wallpaper/),77,1885,1,0.25
Plugin Click-To-Activate Whitelist,"File bugs here to request inclusion on the Firefox click-to-activate whitelist for NPAPI plugins. See <a href=""https://wiki.mozilla.org/Plugins/Firefox_Whitelist"">https://wiki.mozilla.org/Plugins/Firefox_Whitelist</a> for details about applying for inclusion on the whitelist.",94,1886,1,0.25
Gaia::System::Input Mgmt,"Bugs related to management of input apps (usually virtual keyboards) in the System app. For bugs related to the built-in keyboard app, please file the bug under Gaia::Keyboard.",77,1887,1,0.25
Account manager,The account manager window,114,1888,1,0.25
Account wizard,The account wizard that you see when you create a new account or when you start Instantbird the first time.,114,1889,1,0.25
Contacts window,The main Contacts window including the list of all Contacts and the Conversations on Hold.,114,1890,1,0.25
Conversation,The conversation window or thing displayed in the conversation itself,114,1891,1,0.25
Localization,l10n and i18n issues.,114,1892,1,0.25
Other,Anything that doesn't fit in any of the components,114,1893,1,0.25
Preferences,The preferences window,114,1894,1,0.25
Demo Add-ons,"Official add-ons from Instantbird team found at hg.instantbird.org/addons  (this is not for all add-ons, only ones provided by the developers of Instantbird!).",114,1895,1,0.25
Debug,Things that are there for debugging purpose only (and typically only present in builds with --enable-debug),115,1896,1,0.25
Eventloop,This includes purpleSockets and purpleTimer stuff.,115,1897,1,0.25
General,Anything related to the purplexpcom library,115,1898,1,0.25
IRC,The JavaScript IRC implementation.,115,1899,1,0.25
Netsoul,Bugs in the Netsoul protocol plugin,115,1900,1,0.25
Twitter,Bugs in the Twitter protocol plugin,115,1901,1,0.25
XMPP,"The JavaScript XMPP implementation, also used for Google Talk and Facebook.",115,1902,1,0.25
Yahoo! Messenger,The JavaScript Yahoo! Messenger and Yahoo! JAPAN protocols.,115,1903,1,0.25
addons.instantbird.org,Bugs related to Instantbird's add-on website (Remora),116,1904,1,0.25
blog.instantbird.com,The Instantbird blog (Wordpress),116,1905,1,0.25
buildbot.instantbird.org,Instantbird's server side build automation (Buildbot),116,1906,1,0.25
crash-stats.instantbird.com,Instantbird's crash reporting server (Socorro),116,1907,1,0.25
hg.instantbird.org,Instantbird's version control system (Mercurial/hgweb),116,1908,1,0.25
update.instantbird.org,Instantbird's automated update system (Updates),116,1909,1,0.25
wiki.instantbird.org,The Instantbird developer documentation wiki (MediaWiki),116,1910,1,0.25
www.instantbird.com,The main user-facing Instantbird website.,116,1911,1,0.25
Other,Servers or infrastructure hosted on *.instantbird.org or *.instantbird.com that doesn't have a specific component.,116,1912,1,0.25
BrowserQuest,BrowserQuest is a Websockets demo used to promote Firefox.,62,1913,1,0.25
Gaia::Notes,Bugs related to the Notes app in Firefox OS.,77,1914,1,0.25
Gaia::Search,Gaia's search app. Displays results as you type in the system URL/search bar.,77,1915,1,0.25
Memory,Bugs relating to the Firefox Memory Developer Tool.,163,1916,1,0.25
Extensions: EditComments,Bugs relating to the EditComments extension,70,1918,1,0.25
web-platform-tests,Bugs relating to Mozilla import and automation of the W3C's web-platform-tests testsuite repository.,47,1919,1,0.25
Gaia::Wappush,Use this component to report any bugs for the Wappush implementation in Firefox OS.,77,1920,1,0.25
mobilepartners.mozilla.org,New feature requests and bugs for the Mozilla Mobile Partners website found at mobilepartners.mozilla.org.,62,1921,1,0.25
Custom Release Requests,"Issues related to custom builds of Firefox produced by Mozilla, or updates to those builds",110,1922,1,0.25
Data Request,Bugs about getting data reports and dashboards from FHR.,150,1923,1,0.25
Peekaboo,Peekaboo is the project for kiosks at the Mozilla offices where office visitors sign in and get a self-adhesive badge printed for their visit.,8,1924,1,0.25
JavaScript: Internationalization API,File bugs here for issues related to anything exposed through the Intl property on the global object.,1,1925,1,1
JavaScript: GC,"File bugs here for issues involving the garbage collector (crashes, leaks, etc.), where the issue is <em>not</em> one caused by failure to use the JSAPI correctly.",1,1926,1,1
JavaScript: Standard Library,"File bugs here for issues related to non-conforming behaviors in any of JavaScript's standard class constructors, methods exposed on instances through the prototype chain, and so on. (Examples: String.prototype.charAt doesn't work on non-String objects, the Object constructor doesn't work correctly when passed <code>document.all</code>, etc.)<br>
<br>
If the relevant functionality has a more-precise component, bugs within it should be filed there (e.g. Intl.NumberFormat bugs should be filed in the JavaScript: Internationalization API component).",1,1927,1,1
Software,"The software portion of the Powertool product, includes command line and gui tools to display and collect power usage data",117,1928,1,0.25
Hardware,"The hardware portion of the Powertool product, includes battery harnesses for various phones, and the mozilla ammeter",117,1929,1,0.25
Simulator,Firefox OS Simulator is a test environment for Firefox OS.,77,1930,1,0.25
Security Assurance: FxOS Review,For Firefox OS related Security Reviews.,10,1931,1,0.25
Firefox Accounts,For bugs in shared services/fxaccounts code related to Firefox accounts,21,1932,1,0.25
AVOps: Vidyo,"Vidyo Server issues, maintenance plans and feature requests.",107,1933,1,0.25
AVOps: Crestron,"Issues with Room control, feature requests and implimentation.",107,1934,1,0.25
AVOps: Conference Rooms,"Vidyo endpoints, Crestron, Extron, ClearOne and all other room equipment.",107,1935,1,0.25
AVOps: Streaming,Streaming Infrastructure issues in Air Mozilla Spaces,107,1936,1,0.25
AVOps: Projects,All Projects related to Audio/Visual Infrastructure and Tools.,107,1937,1,0.25
Staff Email,"messaging email sent to MoFo staff with talking points, links and sample tweets.",108,1938,1,0.25
Press Clips,collection of press clippings for this project to be shared with MoFo Staff.,108,1939,1,0.25
Internal Process,Any internal/structural process for the MoFo engagement team that doesn't fit into another category.,108,1940,1,0.25
Client,Browser side implementation,101,1941,1,0.25
Server,Server side components,101,1942,1,0.25
Gaia::PerformanceTest,In tree performance testing for Gaia.,77,1943,1,0.25
Maker Party,"Our big global learning campaign with events, partnerships and celebration.",89,1944,1,0.25
Engagement Ladder,Community contribution. Moving people from users to supporters to contributors.,89,1945,1,0.25
Design & UX,"User experience and design for our tools, web site and content.",89,1946,1,0.25
Teaching Kits / Curriculum,Open educational resources for teaching web literacy,89,1947,1,0.25
Training,"Teaching people how to teach the web. Open online courses, training and professional development",89,1948,1,0.25
User Testing,"Usability testing, co-design and making Webmaker easier to use.",89,1949,1,0.25
Communications,"Blog posts, mailings, social media and general comms",89,1950,1,0.25
Support,Product support for the Webmaker tools and website on SUMO and beyond,89,1951,1,0.25
Mozilla VPN: ACL requests,ACL requests for the Mozilla VPN (granting or revoking user access to hosts).,107,1952,1,0.25
Mozilla VPN: Support requests,"Support requests for any issues using the Mozilla VPN (software, connection failures, authentication, etc.)",107,1953,1,0.25
Extensions: AntiSpam,Bugs relating to the AntiSpam Bugzilla extension.,70,1954,1,0.25
Audio/Video: Recording,Issues relating to recording/encoding of audio and video using the HTML5 MediaRecorder API.,1,1955,1,1
DOM: Security,"Native content-based security features including: Content Security Policy (CSP), Mixed Content Blocker (MCB), and Safe Browsing.",1,1956,1,1
One and Done,For any issues and requests relating to the One and Done project's website/service,64,1957,0,0.25
General,Datazilla bugs which do not belong in any other component.,97,1958,1,0.25
General,Bugs related to the Intellego project that do not fit in anywhere else.,119,1959,1,0.25
Canvas Debugger,Bugs and issues with the WebGL and 2D canvas context debugger within Firefox developer tools.,163,1960,1,0.25
Desktop,"Gather the bug related to Web Compatibility issues on Firefox Desktop and requires someone to contact the site owners for getting the issue fixed. More information about <a href=""https://wiki.mozilla.org/Compatibility"">Web Compatibility</a>.",15,1961,1,0.25
Runtime,"Gecko runtime in the B2G stack and B2G Desktop, providing the glue between gecko and gaia.",77,1962,1,0.25
Performance,General performance issues impacting Firefox OS,77,1963,1,0.25
Server Operations: MOC,Mozilla Operations Center incident tracking queue.,126,1964,1,0.25
Nanojit,JIT Compiler Infrastructure shared by Mozilla's TraceMonkey compiler and Adobe's Tamarin compiler.,49,1965,1,0.25
